valasa,kaarmi,andolana,poli,svastha,road,dharna,kooli,nirasana,vyaktham,asanthrupthi,baitayi,vethanalu,vetha,baadha,url,status
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058500/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058487/529/n/1-05-2020,success
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058486/529/n/1-05-2020,success
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058486/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058448/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058448/529/n/1-05-2020,success
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058413/529/n/1-05-2020,success
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058413/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058239/529/n/1-05-2020,success
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058238/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058237/529/n/1-05-2020,success
1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058236/529/n/1-05-2020,success
0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/districtnewsdetails/120058235/529/n/1-05-2020,success
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058234/529/n/1-05-2020,success
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058233/529/n/1-05-2020,success
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058232/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058231/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058230/529/n/1-05-2020,success
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058229/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058228/529/n/1-05-2020,success
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058227/529/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,https://www.eenadu.net/archivespage/districtnewsdetails/220075739/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075738/529/d/1-05-2020,success
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075736/529/d/1-05-2020,success
6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075734/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075732/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075731/529/d/1-05-2020,success
3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075730/529/d/1-05-2020,success
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075729/529/d/1-05-2020,success
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075728/529/d/1-05-2020,success
3,2,0,2,0,0,0,3,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075727/529/d/1-05-2020,success
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075725/529/d/1-05-2020,success
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075724/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075723/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075722/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075720/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075719/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075718/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075716/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075715/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075714/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075713/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075712/529/d/1-05-2020,success
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075711/529/d/1-05-2020,success
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075710/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075709/529/d/1-05-2020,success
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075708/529/d/1-05-2020,success
0,0,2,1,0,0,0,5,2,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075707/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075706/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075704/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075703/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075702/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075700/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/districtnewsdetails/220075699/529/d/1-05-2020,success
2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/districtnewsdetails/220075698/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075693/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075686/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/districtnewsdetails/220075684/529/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058445/530/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058445/530/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058279/530/n/1-05-2020,success
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058278/530/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058275/530/n/1-05-2020,success
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058273/530/n/1-05-2020,success
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058272/530/n/1-05-2020,success
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058270/530/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058267/530/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058267/530/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/districtnewsdetails/220075832/530/d/1-05-2020,success
0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075830/530/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075828/530/d/1-05-2020,success
0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075827/530/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075824/530/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075822/530/d/1-05-2020,success
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075821/530/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075818/530/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/districtnewsdetails/220075817/530/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075815/530/d/1-05-2020,success
4,8,0,0,0,0,0,3,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075814/530/d/1-05-2020,success
1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/districtnewsdetails/220075809/530/d/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/220075805/530/d/1-05-2020,success
0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058494/535/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058493/535/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058452/535/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058452/535/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058188/535/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058186/535/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058185/535/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058184/535/n/1-05-2020,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058183/535/n/1-05-2020,success
0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/districtnewsdetails/120058182/535/n/1-05-2020,success
