valasa,kaarmi,andolana,poli,svastha,road,dharna,kooli,nirasana,vyaktham,asanthrupthi,baitayi,vethanalu,vetha,baadha,url,status
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076366/2-05-2020/home,success
1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076364/2-05-2020/home,success
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,https://www.eenadu.net/archivespage/archivenewsdetails/220076359/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076357/2-05-2020/home,success
0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,https://www.eenadu.net/archivespage/archivenewsdetails/220076356/2-05-2020/home,success
0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,https://www.eenadu.net/archivespage/archivenewsdetails/220076353/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076351/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076349/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076345/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,https://www.eenadu.net/archivespage/archivenewsdetails/220076344/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076495/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/archivenewsdetails/220076494/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076491/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076475/2-05-2020/home,success
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076474/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076471/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076470/2-05-2020/home,success
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076468/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076467/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076459/2-05-2020/home,success
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076457/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076455/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076453/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/archivenewsdetails/220076448/2-05-2020/home,success
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076446/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076445/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076442/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076441/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076438/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076437/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076435/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076433/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076431/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076429/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076427/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076425/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076423/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076357/2-05-2020/home,success
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076549/2-05-2020/home,success
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076548/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,https://www.eenadu.net/archivespage/archivenewsdetails/220076543/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,https://www.eenadu.net/archivespage/archivenewsdetails/220076542/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076541/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,https://www.eenadu.net/archivespage/archivenewsdetails/220076540/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076539/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076538/2-05-2020/home,success
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076537/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076536/2-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076558/2-05-2020/crime/,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220076555/2-05-2020/crime/,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,https://www.eenadu.net/archivespage/archivenewsdetails/220076554/2-05-2020/crime/,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075902/1-05-2020/home,success
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075899/1-05-2020/home,success
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075898/1-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075900/1-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075896/1-05-2020/home,success
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075894/1-05-2020/home,success
1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075864/1-05-2020/home,success
0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,https://www.eenadu.net/archivespage/archivenewsdetails/220075862/1-05-2020/home,success
2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075859/1-05-2020/home,success
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://www.eenadu.net/archivespage/archivenewsdetails/220075856/1-05-2020/home,success
